code,name,description,refreshed at,from date,to date
Z90210_MLP3B,"Zillow Home Value Index (Zip): Median Listing Price - Three Bedrooms - 90210, Beverly Hills, CA","The Zillow Home Value Index is Zillow's estimate of the median market value of median listing price - three bedrooms within the zip of 90210, Beverly Hills, CA. This data is calculated by Zillow Real Estate Research (www.zillow.com/research) using their database of 110 million homes.","Dec 14, 2018 6:30am","Jan 31, 2010","Oct 31, 2018"
